PlayerName,Team,pass_att,pass_cmp,pass_yds,pass_tds,pass_ints,rush_att,rush_yds,rush_tds,fumbles,fpts
Zach Wilson,NYJ,554.6,351.5,3949.9,21.9,14.4,62.7,303.8,2.5,3,270.3
Daniel Jones,NYG,547.1,342.7,3755.1,22.1,13.6,70.4,403.6,2.6,5.5,270
Sam Darnold,CAR,556.5,351.3,3929.7,22.3,14.7,50.3,220.3,3.3,3.9,265.6
Carson Wentz,IND,535.7,335.3,3687.1,24.7,12.9,58.3,254.5,2.8,5.9,263.8
Mac Jones,NE,548.1,349.7,3905.5,23.6,13.9,41,151.2,2.2,2.6,259.6
Jameis Winston,NO,523.1,337.3,3845.8,26,16.7,44.9,192.2,1.2,4.2,258.8
Trey Lance,SF,429.2,268.7,3194.9,20.3,11.5,84.8,433.9,3.6,2.6,257.4
Jared Goff,DET,583.1,373.2,4165.7,22.2,14.9,39.9,89.1,1.7,4.2,250.9
Teddy Bridgewater,DEN,474.2,306.2,3496.7,21.1,13.3,49,208,2.5,2.3,242.1
Tyrod Taylor,HOU,438.5,272.7,3115.2,17.2,9.2,46.8,204.5,1.6,1.7,210.8
Davis Mills,HOU,194.8,120.7,1394.6,6.7,5.3,13.1,56.1,0.6,1.4,83.8
Taysom Hill,NO,62.6,42.3,443.8,2.5,1.1,56.5,306.4,3.7,3,73.4
Jimmy Garoppolo,SF,132.1,89.9,1046.3,5.9,3.6,11.2,24.8,0.3,1.2,64.2
Deshaun Watson,HOU,120.7,80,940.7,5.3,3,14.3,66.7,0.3,1,62.6
Drew Lock,DEN,85.6,51.2,591.1,3.7,2.3,8.7,34.4,0.1,0.6,39.2
Andy Dalton,CHI,68.7,43.4,457.2,3,2.2,9.3,29.7,0.1,0.3,31.2
Mike White,NYJ,47.3,28.9,327.7,1.7,1.3,1.9,8.3,0.1,0.3,19.2
Jacob Eason,IND,45.7,27.4,311.7,1.6,1.4,2.6,12.6,0,0.2,18.5
Kyle Trask,TB,34.5,21.3,246.5,1.9,0.7,1.3,5,0,0.2,17.1
Taylor Heinicke,WAS,37.1,23.7,258.5,1.3,1.4,5.7,23,0.1,0.2,16.7
Mason Rudolph,PIT,35.5,22,242.6,1.4,0.9,2.8,9.4,0.1,0.2,15.5
Phillip Walker,CAR,35.7,22.8,258.1,1,1,2.5,5.5,0,0.3,13.6
Jacoby Brissett,MIA,28.4,17.8,202.9,1,0.5,3.6,11.6,0.1,0.2,13.1
Brian Hoyer,NE,30,19.1,211.2,1.3,0.7,1,2.9,0.1,0.2,12.9
Marcus Mariota,LV,21.1,13.1,151.3,0.8,0.7,4.5,24,0.1,0.1,11.1
Kellen Mond,MIN,20.9,13.2,152,1.1,0.4,1.7,7.7,0.1,0.1,11.1
Tim Boyle,DET,26,16,178,1,0.5,2,3.5,0,0,11
Feleipe Franks,ATL,25.2,15.6,175.2,1.1,1,1.1,4.1,0,0.1,10.8
Gardner Minshew II,PHI,22.7,14.6,152.7,1,0.6,4.2,20.8,0.1,0.7,10.5
Mitchell Trubisky,BUF,18.3,12,135.3,0.9,0.7,3.6,15.3,0.1,0.1,10
Chad Henne,KC,21.2,13.2,151.4,0.7,0.2,1.3,5.8,0,0.1,9.2
Tyler Huntley,BAL,17.8,10.8,123.3,0.7,0.5,3.2,15.1,0.1,0.1,9.1
John Wolford,LAR,21.9,13.7,150.8,0.6,0.4,1.8,9.1,0,0.1,8.8
Ian Book,NO,18,12,121,1,1,1,4,0,0,8.2
Geno Smith,SEA,17.7,11.3,124.1,0.9,0.3,1.3,2.5,0,0.2,8.1
Brandon Allen,CIN,20.9,13.2,143.4,0.6,0.5,1.3,5.1,0,0.1,8
David Blough,DET,18.7,11.4,127.7,0.7,0.6,1.7,6.7,0,0.1,7.8
Jordan Love,GB,15.5,9.6,107.4,0.9,0.3,0.7,3.1,0,0.1,7.7
Chase Daniel,LAC,18.2,11.3,130.3,0.6,0.5,1.5,5.8,0,0.1,7.6
Cooper Rush,DAL,18.7,11.1,126.2,0.6,0.2,0.5,1.8,0,0.1,7.3
C.J. Beathard,JAC,18.7,11.3,125,0.7,0.2,1.6,6.8,0,0.6,7.1
Chris Streveler,ARI,15.9,9.4,105.5,0.6,0.5,1.6,6.7,0.1,0.2,6.9
Joe Flacco,PHI,21.7,14,150.7,0.7,0.7,1,5.7,0,1,6.6
Matt Barkley,TEN,13.3,8.4,97.9,0.7,0.3,0.4,1.4,0,0.2,6.4
Blaine Gabbert,TB,16,9.7,110.7,0.3,0,1.3,5.3,0,0,6.3
Mike Glennon,NYG,18.7,11.7,125.4,0.6,0.4,1.2,5.6,0,0.6,6.2
Josh Rosen,ATL,13.5,8.5,91,0.5,0.5,2,7.5,0,0,5.9
Colt McCoy,ARI,12,8,84.5,0.5,0.5,1.5,8,0,0,5.7
Dwayne Haskins,PIT,13.5,8.5,83.5,0.5,0.5,1.5,5,0,0,5.3
Case Keenum,CLE,13.3,8.3,94.3,0.6,0.4,0.9,3.7,0,0.6,4.9
Logan Woodside,TEN,6,4,44.5,0.5,0,2.5,7,0,0,4.5
Nick Mullens,CLE,0,0,0,0,0,0,0,0,0,0
Kyle Allen,WAS,0,0,0,0,0,0,0,0,0,0
Nick Foles,CHI,0,0,0,0,0,0,0,0,0,0
Ryan Griffin,TB,0,0,0,0,0,0,0,0,0,0
Easton Stick,LAC,0,0,0,0,0,0,0,0,0,0
Sean Mannion,MIN,0,0,0,0,0,0,0,0,0,0
Jarrett Stidham,NE,0,0,0,0,0,0,0,0,0,0
Jake Luton,SEA,0,0,0,0,0,0,0,0,0,0
Nathan Peterman,LV,0,0,0,0,0,0,0,0,0,0
Ben DiNucci,DAL,0,0,0,0,0,0,0,0,0,0
Joshua Dobbs,PIT,0,0,0,0,0,0,0,0,0,0
